Country Name,Country Code,Indicator Name,Indicator Code,2012,2013,2014,2015,2016,2017,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2.45671E+11,2.39862E+11,2.3703E+11,1.96591E+11,1.95222E+11,2.03086E+11,2.18032E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1185925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2609667674,2684952727,2842048998,2499115623,2707146783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,50388460925,53851153447,58722323918,63767597194,68663649522,75620081928,78460447920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,5199000000,5336000000,5538000000,5710000000,5795000000,5851000000,5920000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2861562266,2987684170,3077643314,3197220339,3504024213,3555205811,3878662621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,4.90166E+13,4.96104E+13,5.06914E+13,4.78868E+13,4.88829E+13,5.10384E+13,5.42057E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2.62629E+11,2.75697E+11,2.91459E+11,3.09384E+11,3.20861E+11,3.41687E+11,3.62682E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24024189736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,5.76624E+11,6.42629E+11,6.7934E+11,6.66599E+11,6.83123E+11,7.58651E+11,7.33121E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,56494436183,58056951042,57642879510,49530656285,51596929180,55319620158,60971699315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,7890647022,8485077205,8775444942,8724656126,7970649131,8409497402,9658721169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1.28154E+11,1.35409E+11,1.40559E+11,1.2453E+11,1.27507E+11,1.41511E+11,1.57883E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2.51073E+13,2.65357E+13,2.74042E+13,2.58698E+13,2.60211E+13,2.86595E+13,3.04907E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2.69186E+13,2.85249E+13,2.95461E+13,2.79675E+13,2.8079E+13,3.0825E+13,3.27155E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1.81491E+12,1.99651E+12,2.15338E+12,2.11055E+12,2.06902E+12,2.17452E+12,2.23296E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,9.10277E+11,9.90126E+11,1.07641E+12,1.02347E+12,9.48858E+11,9.41494E+11,9.92766E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01542E+12,1.04217E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,8.9509E+11,9.96912E+11,1.06601E+12,1.07909E+12,1.11783E+12,1.23619E+12,1.24083E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,6433357030,6754330155,7428280402,6792417112,6592627599,6770532819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.29043E+12,2.65224E+12,2.71873E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2.24999E+11,2.38544E+11,2.58472E+11,2.915E+11,3.00523E+11,3.34834E+11,3.82487E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,5.98853E+11,4.67415E+11,4.34475E+11,3.85874E+11,4.18977E+11,4.54013E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2.18001E+11,2.34638E+11,2.34648E+11,1.77499E+11,1.74879E+11,1.95473E+11,2.24228E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,14724078264,16033517529,17758089312,17344165907,20716024757,24489493459,25878475760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2.5718E+11,2.92636E+11,3.09558E+11,2.99813E+11,3.18951E+11,3.53253E+11,3.70588E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2.08708E+12,2.14132E+12,2.15913E+12,1.8359E+12,1.87558E+12,1.95696E+12,2.08386E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662,42231295775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,6.20321E+12,5.15572E+12,4.85041E+12,4.38948E+12,4.92667E+12,4.85995E+12,4.97132E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,50412754861,55096728048,61448046802,64007750179,69188755511,78757391333,87908262520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8092836609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,14054443213,15227991395,16702610842,18049954289,20159271965,22180376506,24542474061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,188284518.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1.22281E+12,1.3056E+12,1.41133E+12,1.38276E+12,1.4148E+12,1.53075E+12,1.61942E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1.7407E+11,1.74161E+11,1.62632E+11,1.14567E+11,1.0942E+11,1.20708E+11,1.40645E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,5.62167E+12,5.7486E+12,5.88388E+12,4.99974E+12,4.86095E+12,5.4196E+12,5.22301E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,44230727695,46866579768,48296099502,49973893201,51239050083,53393799668,56639155556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,81873662519,65502870174,41142722414,27842131480,26197143268,37881431913,48364208571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1440016852,1483814333,1559072148,1659110889,1701596815,1816728741,1921848222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,6.14322E+12,6.29512E+12,6.41768E+12,5.52148E+12,5.39296E+12,5.98714E+12,5.81883E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,8.26883E+11,9.00519E+11,9.75049E+11,9.6465E+11,9.75619E+11,1.09487E+12,1.06821E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,4.5502E+11,5.0145E+11,5.32854E+11,5.24024E+11,5.12754E+11,5.47068E+11,5.93157E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,5456009385,6391735894,6657170923,6268391521,6214633651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,88900770858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,5.29352E+12,5.52979E+12,5.82526E+12,5.7837E+12,6.02416E+12,6.52158E+12,6.70179E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2.60784E+13,2.76412E+13,2.86596E+13,2.71821E+13,2.72951E+13,2.99558E+13,3.17567E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2677545056,2533992455,2608269552,2289799040,2314323471,2565352373,2738786278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1.76099E+13,1.89835E+13,1.96635E+13,1.84242E+13,1.8424E+13,2.03762E+13,2.22001E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,42826586830,46450990764,48485169331,41392396558,43021972485,47632961168,53429066429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,56677961787,61739352212,66103853237,57744457955,60691483443,64023412340,70885325883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,28170812352,30276485436,31382780146,27090019663,27734140217,30198231776,34409229178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,98266306615,1.06826E+11,1.10081E+11,1.0118E+11,1.03312E+11,1.09714E+11,1.17921E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,5743029680,6553372278,7060236168,6258844405,6468694690,6415370746,7184844193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,8709165249,9496684622,9510219299,7745231660,8071480541,9669759987,11443671436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13853432868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972,5327457150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3.57577E+12,3.55451E+12,3.57001E+12,3.14649E+12,3.15467E+12,3.27373E+12,3.6112E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.0779E+12,1.15774E+12,1.2207E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,182874800,187707400,184689500,184599600,200558400,212881000,221278000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.56197E+13,2.71399E+13,2.81296E+13,2.66643E+13,2.67857E+13,2.94091E+13,3.11666E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,9745251126,10817712139,11362272838,10064515432,10672471861,11279509014,12672131053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,12442747897,13246412031,14345831015,13099497220,14010787738,15337740141,17163432832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,9209873466,10154463059,11303729347,10715545899,11452895367,12768671650,14553422929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,59937797559,60269734045,65446199788,59687410897,63256184700,66719084253,71214803378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1.7291E+12,1.62533E+12,1.59947E+12,1.44257E+12,1.45884E+12,1.4403E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,4087725813,4464261816,4587928884,4052913386,4374128319,4844592067,5504166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13066749138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14717223207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,5231255478,5639818812,5391555434,4828858025,4679346591,4905893855,5234817927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14220348673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,7064971176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,3.14443E+11,3.23277E+11,3.38062E+11,3.01355E+11,3.01255E+11,3.18958E+11,3.58582E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1.80265E+13,1.86324E+13,1.9329E+13,1.97781E+13,2.02399E+13,2.11386E+13,2.22643E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,13016272899,12717790505,12786078008,11650656642,11286139080,13566192144,14521711634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,9290938457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4.59376E+11,5.14966E+11,5.68499E+11,4.94583E+11,4.0465E+11,3.75745E+11,3.9727E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,10531964139,10982979274,11880472593,12756706583,13286048705,13785943183,13063873078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13658E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
