Country Name,Country Code,Indicator Name,Indicator Code,2012,2013,2014,2015,2016,2017,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.34167E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29040398982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,103833367.7,108634964.6,117009639.2,99966636.16,102052700.5,113884908.4,125628504.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1.76194E+11,1.90784E+11,2.00834E+11,1.77208E+11,1.87854E+11,2.02591E+11,2.04924E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,4.79846E+13,4.86172E+13,4.9644E+13,4.68961E+13,4.77945E+13,4.98067E+13,5.26762E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,76689206762,78784395319,81076723017,68921456437,65941482445,70597919376,79276723017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,4.16144E+11,4.3298E+11,4.47117E+11,3.70789E+11,3.66861E+11,4.0513E+11,4.51623E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14588E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22045E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04898E+11,3.1362E+11,3.3091E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,211103300,223388400,243147000,280376100,300125600,286321800,283994900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,23497607690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,5.00361E+11,5.24234E+11,5.45389E+11,4.77577E+11,4.72028E+11,5.26216E+11,5.85664E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1.30845E+12,1.43565E+12,1.53309E+12,1.34485E+12,1.23848E+12,1.31976E+12,1.32431E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.0425E+11,1.01131E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.20811E+11,2.40675E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40496953779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,8103477898,8401992508,9126129404,8908674905,9315360628,10011104666,10381220343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,4.55573E+13,4.60067E+13,4.69491E+13,4.44271E+13,4.54052E+13,4.72729E+13,5.00907E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.66929E+11,1.91362E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1.71196E+11,1.90949E+11,1.99627E+11,1.77893E+11,1.88494E+11,2.11695E+11,2.39553E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2.21026E+12,2.29713E+12,2.05998E+12,1.36359E+12,1.28272E+12,1.57862E+12,1.65755E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,7428848122,7621924854,8016593394,8277614581,8475622319,9140429058,9508715596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.91999E+12,3.34711E+12,3.45242E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,7.86522E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,68125631150,72065940086,82151588419,96741742022,95558220777,1.23053E+11,40851536134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,17825417949,18960182371,19770840286,17767704597,19027392876,21081669870,24129599552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2.95087E+11,3.07576E+11,3.14851E+11,3.08004E+11,3.18068E+11,3.38406E+11,3.64157E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1063879446,1129787198,1172268301,1154650069,1230459710,1309631135,1395608472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,21386000000,21991000000,22593000000,23438000000,24154000000,24928000000,26057000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1800077091,1865374403,1788510017,1523012088,1564380531,1632860041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,,3892402685,3963532309,4048860871,4198485404,4508845348,4720727278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,43309252921,48394239475,47062206678,39628550869,40630392019,44120424392,50597289147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1.64267E+12,1.74975E+12,1.83296E+12,1.66554E+12,1.55847E+12,1.69312E+12,1.7121E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,11931472173,18426469030,13962212837,11997800751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1.64373E+12,1.75108E+12,1.83431E+12,1.66691E+12,1.55989E+12,1.69462E+12,1.7137E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,4.94932E+11,5.13433E+11,5.29233E+11,4.51346E+11,4.44283E+11,4.84743E+11,5.35511E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,252560556,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8,422296762.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,4980000000,5145757576,5240606061,4787367928,3166040523,3068766110,3590753769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,94416582465,98723944144,1.01171E+11,88457167724,89640741266,95241436352,1.05905E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,46580457470,48401896410,49930685013,43090173062,44651537260,48441722816,54007972106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,5.50927E+11,5.84638E+11,5.80249E+11,5.03651E+11,5.15744E+11,5.40545E+11,5.56086E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4886658800,4597702898,4422304977,4073390988,3840677845,4446248678,4710618472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1060226126,1328157609,1343007845,1377495054,1427524565,1503168690,1590180446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,715722770,740776770,823968140,893501650,950357510,962525840,1022312010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,12368071039,12949854263,13922223234,10945989472,10090922857,9975692095,11273115239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1.0695E+13,1.18007E+13,1.2687E+13,1.32012E+13,1.34357E+13,1.46221E+13,1.62522E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,4.62738E+12,4.90963E+12,4.64032E+12,3.61676E+12,3.48468E+12,3.90531E+12,4.0577E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975,5356344850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.12353E+11,4.55276E+11,5.04993E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5.93511E+12,6.08226E+12,6.2007E+12,5.29309E+12,5.158E+12,5.74697E+12,5.57804E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1147780083,1395525350,1447312264,1596658767,1656039024,1609669330,1568611562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1.71783E+12,1.61278E+12,1.58666E+12,1.42976E+12,1.44525E+12,1.42559E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,472358251.2,450686353.7,443911052.3,435438217.3,401109307.4,430174168.7,450353313.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.91999E+12,3.34711E+12,3.45242E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1.64373E+12,1.75108E+12,1.83431E+12,1.66691E+12,1.55989E+12,1.69462E+12,1.7137E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,45044112939,46251061734,47632326088,43173480832,41802653631,39813383484,39871132268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,8.73982E+11,9.50579E+11,9.34186E+11,8.59797E+11,8.63722E+11,8.52677E+11,7.7135E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,37671734.49,37507514.54,37291841.43,35492333.86,36547419.87,40620557.13,42587778.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,23114293416,24599550624,27291879819,27102650387,24133664285,25995031850,27461440192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1.75781E+11,1.8331E+11,1.33503E+11,91030959455,93355993629,1.1219E+11,1.30832E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2.03262E+13,2.16101E+13,2.23043E+13,2.08749E+13,2.0751E+13,2.2878E+13,2.44637E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,51264390114,57531233351,57236013058,53274304222,52687612262,56488991831,59596885024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.05443E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50499921558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,692933740.7,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,3.81286E+11,3.71005E+11,4.82359E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.45214E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914301119.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,7.50827E+13,7.72362E+13,7.93344E+13,7.50518E+13,7.61665E+13,8.09632E+13,8.59308E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,760549577.7,770021643.6,756919933.5,788307314.9,799376440,831903814.1,820491798.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,6499759733,7071982209,7386883375,6440067650,6714726770,7227700023,7938990793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,35401339869,40415233436,43228585321,42628328212,30968242968,26818703093,26914402224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,3.96333E+11,3.66829E+11,3.50905E+11,3.17621E+11,2.96357E+11,3.49554E+11,3.68289E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,25503370699,28045460442,27150630607,21243350633,20954754378,25868142077,26720073436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,17114849900,19091020000,19495519600,19963120600,20548678100,22813010116,31000519447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
